2020-11-24T19:28:48Z,36.103425,-116.173997
2020-11-24T08:20:10Z,36.142500,-116.160500
2020-11-24T07:48:45Z,36.142461,-116.160630
2020-11-24T07:48:32Z,36.142445,-116.160645
2020-11-24T07:37:33Z,36.142500,-116.161100
2020-11-24T06:21:23Z,36.142600,-116.160500
2020-11-24T06:20:13Z,36.142600,-116.160500
2020-11-24T06:19:49Z,36.140800,-116.159400
2020-11-24T06:18:00Z,36.142175,-116.160645
2020-11-24T05:36:34Z,36.142000,-116.160800
2020-11-24T05:22:54Z,36.142400,-116.161811
2020-11-24T05:22:47Z,36.142508,-116.161750
2020-11-24T05:22:43Z,36.142422,-116.161820
2020-11-24T05:22:02Z,36.142342,-116.161842
2020-11-24T05:22:00Z,36.142364,-116.161842
2020-11-24T05:21:48Z,36.142400,-116.161789
2020-11-24T05:21:46Z,36.142525,-116.161728
2020-11-24T05:21:44Z,36.143397,-116.163217
2020-11-24T05:19:10Z,36.142753,-116.162025
2020-11-24T05:11:37Z,36.142600,-116.160800
2020-11-24T05:11:29Z,36.142581,-116.160836
2020-11-24T05:11:24Z,36.142505,-116.161050
2020-11-24T05:11:23Z,36.142505,-116.161050
2020-11-24T05:10:34Z,36.142472,-116.161103
2020-11-24T05:08:18Z,36.142119,-116.161056
2020-11-24T05:08:11Z,36.141525,-116.161086
2020-11-24T05:08:10Z,36.140942,-116.160661
2020-11-24T05:06:01Z,36.142000,-116.160800
2020-11-24T05:05:41Z,36.142025,-116.160775
2020-11-24T05:05:37Z,36.142039,-116.160781
2020-11-24T05:05:36Z,36.142047,-116.160781
2020-11-24T05:05:33Z,36.141997,-116.160805
2020-11-24T05:02:12Z,36.141933,-116.160256
2020-11-29T20:59:47Z,36.122192,-116.167938
2020-11-29T20:52:55Z,36.121670,-116.167708
2020-11-29T20:51:47Z,36.122192,-116.167938
2020-11-29T20:49:20Z,36.122192,-116.167938
2020-11-29T18:48:14Z,36.105930,-116.179558
2020-11-29T18:48:03Z,36.105930,-116.179567
2020-11-29T18:47:59Z,36.105914,-116.179572
2020-11-29T18:47:38Z,36.105975,-116.179550
2020-11-29T18:44:21Z,36.105995,-116.179572
2020-11-29T05:53:01Z,36.096030,-116.174653
2020-11-28T03:13:55Z,36.122550,-116.169328
2020-11-28T03:13:51Z,36.122528,-116.169220
2020-11-28T03:13:48Z,36.122528,-116.169220
2020-11-28T02:59:56Z,36.122528,-116.169220
2020-11-28T02:59:45Z,36.122528,-116.169220
2020-11-27T03:08:10Z,36.122830,-116.166169
2020-11-27T03:08:07Z,36.122830,-116.166169
2020-11-27T02:00:11Z,36.122711,-116.166420
2020-11-26T21:03:04Z,36.122192,-116.167938
2020-11-26T21:02:51Z,36.122192,-116.167938
2020-11-26T01:22:23Z,36.125095,-116.170280
2020-11-26T01:22:15Z,36.125003,-116.170197
2020-11-25T23:07:49Z,36.126700,-116.166862
2020-11-25T23:06:52Z,36.126489,-116.166550
2020-11-25T23:06:38Z,36.126403,-116.166450
2020-11-25T22:37:48Z,36.125908,-116.168647
2020-11-25T22:37:47Z,36.125897,-116.168647
2020-11-25T22:37:46Z,36.125892,-116.168655
2020-11-25T22:37:45Z,36.125900,-116.168655
2020-11-25T22:37:44Z,36.125900,-116.168655
2020-11-25T22:37:44Z,36.125900,-116.168655
2020-11-25T22:37:21Z,36.126200,-116.169000
2020-11-25T22:36:47Z,36.125592,-116.168747
2020-11-25T22:36:44Z,36.125706,-116.168738
2020-11-25T22:04:39Z,36.122895,-116.165620
2020-11-25T21:44:37Z,36.122928,-116.165680
2020-11-25T21:44:35Z,36.122928,-116.165680
2020-11-25T21:44:21Z,36.122875,-116.165992
